protocol_type,service,flag,src_bytes,dst_bytes,logged_in,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_same_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
1,62,5,0,0,0,43,31,1,7,0,63,43,0,0,0
1,30,5,0,0,0,43,31,2,5,1,63,43,0,0,0
1,28,5,0,0,0,43,31,2,7,1,63,43,0,0,0
2,11,9,507,145,0,0,0,75,0,100,0,0,0,0,1
1,23,1,0,0,0,0,0,15,7,8,0,0,97,61,0
1,49,5,0,0,0,43,31,17,5,8,63,43,0,0,0
2,11,9,386,888,0,0,0,75,0,98,0,0,0,0,1
2,11,9,507,888,0,0,0,75,0,100,0,0,0,0,1
1,6,5,0,0,0,43,31,7,5,6,63,43,0,0,0
1,56,5,0,0,0,43,31,6,7,6,63,43,0,0,0
1,61,5,0,0,0,43,31,6,6,7,63,43,0,0,0
1,26,5,0,0,0,43,31,75,0,1,63,43,0,0,0
1,22,9,284,551,1,0,0,75,0,100,0,0,2,0,1
1,22,9,370,1049,1,0,0,75,0,100,0,0,0,0,1
1,17,5,0,0,0,37,31,27,13,3,63,43,0,0,0
1,22,9,529,1196,1,0,0,75,0,100,0,0,1,1,0
1,22,9,199,782,1,0,0,75,0,100,0,0,0,0,1
2,11,9,507,56,0,0,0,74,1,90,0,0,0,0,1
1,22,9,301,127,1,0,0,75,0,100,0,0,0,0,1
1,22,9,398,1234,1,0,0,75,0,100,0,0,0,0,1
2,11,9,507,888,0,0,0,75,0,100,0,0,0,0,1
1,22,9,330,610,1,0,0,75,0,100,0,0,0,0,1
1,22,9,394,143,1,0,0,75,0,100,0,0,0,0,1
2,11,9,502,1209,0,0,0,75,0,100,0,0,0,0,1
1,22,1,0,0,0,0,0,75,0,100,0,0,81,59,1
1,22,9,280,512,1,0,0,75,0,100,0,0,0,0,1
1,22,9,309,625,1,0,0,75,0,100,0,0,0,0,1
1,18,9,440,26,1,0,0,47,52,18,0,0,0,0,1
1,50,9,35,843,1,0,0,75,0,38,0,0,0,0,1
1,45,5,0,0,0,43,31,5,7,4,63,43,0,0,0
0,59,9,223,0,0,0,0,75,0,6,0,0,0,0,1
1,52,5,0,0,0,43,31,2,6,3,63,43,0,0,0
1,45,5,0,0,0,43,31,6,5,3,63,43,0,0,0
1,22,9,329,750,1,0,0,75,0,100,0,0,0,0,1
1,56,9,632,335,1,0,0,75,0,20,35,28,0,0,1
2,40,9,151,24,0,0,0,75,0,1,0,0,0,0,1
1,19,1,0,0,0,0,0,2,7,1,0,0,97,61,0
1,22,9,429,33,1,0,0,75,0,100,0,13,0,7,1
1,22,9,294,267,1,0,0,75,0,100,0,0,0,0,1
1,22,9,270,985,1,0,0,75,0,100,0,0,0,0,1
0,14,9,17,0,0,0,0,75,0,90,0,0,0,0,0
1,3,9,2,780,1,0,0,47,52,100,0,0,0,0,1
1,8,5,0,0,0,43,31,3,7,3,63,43,0,0,0
1,63,5,0,0,0,43,31,8,5,8,63,43,0,0,0
1,22,9,262,172,1,0,0,75,0,100,0,0,0,0,1
2,11,9,501,158,0,0,0,75,0,100,0,0,0,0,1
1,21,5,0,0,0,43,31,4,5,4,63,43,0,0,0
1,22,9,344,460,1,0,0,75,0,100,0,1,0,0,1
1,50,9,554,718,1,0,0,75,0,74,0,0,0,0,1
2,40,9,1,0,0,0,0,75,0,1,0,0,23,0,0
1,45,1,0,0,0,0,0,5,6,5,0,0,97,61,0
1,22,9,271,55,1,0,0,75,0,100,0,0,0,0,1
1,26,5,0,0,0,43,31,1,7,0,63,43,0,0,0
1,19,9,647,0,1,0,0,75,0,9,0,0,74,0,1
0,14,9,17,0,0,0,0,75,0,53,0,0,0,0,0
1,45,5,0,0,0,43,31,5,6,2,63,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,50,9,604,702,1,0,0,75,0,76,2,0,0,0,1
1,22,9,316,826,1,0,0,75,0,100,0,0,0,0,1
1,22,9,432,264,1,0,0,75,0,100,0,0,1,1,1
1,22,9,269,1097,1,0,0,75,0,100,0,0,0,0,1
1,22,9,301,491,1,0,0,75,0,100,0,0,0,0,1
1,19,9,636,0,1,0,0,75,0,37,1,0,0,0,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
2,11,9,507,1160,0,0,0,75,0,98,0,0,0,0,1
2,45,9,1,0,0,0,0,75,0,1,5,0,44,0,0
1,43,9,460,152,1,0,0,75,0,3,0,0,0,0,1
1,22,9,363,938,1,0,0,75,0,100,0,0,0,0,1
2,40,9,151,24,0,0,0,47,38,1,0,0,0,0,1
1,22,9,318,594,1,0,0,75,0,100,0,0,0,0,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,45,5,0,0,0,43,31,6,8,3,63,43,0,0,0
1,22,9,310,816,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,15,5,7,63,43,0,0,0
2,11,9,386,634,0,0,0,75,0,98,0,0,0,0,1
1,45,5,0,0,0,43,31,12,6,3,63,43,0,0,0
1,22,9,403,85,1,0,0,75,0,100,0,0,0,0,1
1,45,4,1,0,0,0,0,75,0,1,0,0,97,61,0
0,14,9,17,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,284,437,1,0,0,75,0,100,0,0,0,0,1
2,11,9,502,869,0,0,0,75,0,100,0,0,0,0,1
1,63,5,0,0,0,43,31,4,6,5,63,43,0,0,0
1,17,5,0,0,0,43,31,7,6,7,63,43,0,0,0
1,55,5,0,0,0,43,31,3,6,3,63,43,0,0,0
2,11,9,507,200,0,0,0,75,0,79,0,0,7,0,1
1,45,5,0,0,0,43,31,13,5,2,63,43,0,0,0
1,38,1,0,0,0,0,0,47,52,0,0,0,20,61,0
1,16,5,0,0,0,43,31,1,7,0,63,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,60,2,0,0,0,0,0,13,7,6,0,0,97,61,0
1,45,1,0,0,0,0,0,75,0,3,0,0,84,61,0
1,45,5,0,0,0,43,31,5,6,6,63,43,0,0,0
1,45,5,0,0,0,43,31,9,4,9,63,43,0,0,0
1,61,1,0,0,0,6,0,0,52,0,8,0,90,61,0
1,56,5,0,0,0,39,31,24,12,21,63,43,0,0,0
2,11,9,509,1176,0,0,0,75,1,100,0,0,0,0,1
1,22,9,418,44,1,0,0,75,0,100,1,1,0,0,1
1,22,9,262,650,1,0,0,75,0,100,0,0,0,0,1
1,25,1,0,0,0,0,0,2,7,2,0,0,97,61,0
1,22,9,363,1290,1,0,0,75,0,100,0,0,0,0,1
1,22,9,381,662,1,0,0,75,0,100,0,0,0,0,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,17,2,0,0,0,0,0,7,6,8,0,0,97,61,0
1,22,9,302,1150,1,0,0,75,0,100,0,0,0,0,1
1,50,9,547,707,1,0,0,75,0,86,0,0,0,0,1
1,16,1,0,0,0,7,0,1,52,0,3,0,38,61,0
1,45,5,0,0,0,43,31,1,6,1,63,43,0,0,0
1,22,9,310,951,1,0,0,75,0,100,0,0,0,16,1
1,22,9,340,102,1,0,0,75,0,100,0,0,0,0,1
2,45,9,1,0,0,0,0,11,17,1,15,0,18,0,0
2,45,9,23,244,0,0,0,25,25,95,0,0,0,0,1
1,22,9,529,1196,1,0,0,75,0,100,0,0,1,1,0
1,22,1,0,0,0,0,0,75,0,100,0,0,97,61,1
1,22,9,396,122,1,0,0,75,0,100,0,0,0,0,1
1,22,9,370,1214,1,0,0,75,0,100,0,0,0,0,1
1,52,1,0,0,0,0,0,75,0,33,0,0,97,61,0
1,33,5,0,0,0,43,31,8,5,7,63,43,0,0,0
1,22,9,415,677,1,0,0,75,0,100,0,0,0,0,1
1,19,5,0,0,0,37,31,27,26,4,63,43,0,0,0
1,45,1,0,0,0,0,0,10,6,11,0,0,97,61,0
1,50,9,76,716,1,0,0,75,0,70,0,0,0,0,1
1,45,5,0,0,0,43,31,10,5,9,63,43,0,0,0
1,50,9,555,710,1,0,0,75,0,88,0,0,0,0,1
2,11,9,509,214,0,0,0,75,0,99,0,0,0,0,1
1,20,5,0,0,0,43,31,5,6,4,63,43,0,0,0
1,22,9,402,163,1,0,0,75,0,100,0,0,0,0,1
1,22,9,288,978,1,0,0,75,0,100,0,1,0,0,1
1,22,1,0,0,0,0,0,75,0,100,0,0,97,61,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,50,9,633,700,1,0,0,75,0,59,0,0,0,0,1
1,22,9,441,563,1,0,0,75,0,100,0,1,0,0,1
1,45,5,0,0,0,43,31,5,6,3,63,43,0,0,0
2,11,9,505,158,0,0,0,75,0,33,0,0,0,0,1
2,45,9,3,0,0,0,0,75,0,15,0,0,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,19,5,0,0,0,43,31,23,11,25,63,43,0,0,0
1,22,9,269,789,1,0,0,75,0,100,0,1,0,0,1
1,22,9,237,470,1,12,8,75,0,100,0,0,0,0,1
1,22,9,408,1021,1,0,0,75,0,100,0,0,0,0,1
1,22,9,426,564,1,0,0,75,0,100,0,1,0,0,1
1,22,9,445,387,1,0,0,75,0,100,0,0,0,0,1
1,22,9,269,595,1,0,0,75,0,100,0,0,0,0,1
1,22,9,309,755,1,0,0,75,0,100,0,0,0,0,1
1,22,9,331,98,1,0,0,75,0,100,0,0,0,0,1
1,4,1,0,0,0,0,0,2,6,2,0,0,97,61,0
1,22,9,414,481,1,0,0,75,0,100,0,0,0,0,1
0,14,9,523,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,153,649,1,0,0,75,0,100,0,0,0,0,1
1,22,1,0,0,0,0,0,75,0,100,0,0,97,61,1
1,45,5,0,0,0,43,31,9,6,9,63,43,0,0,0
1,45,5,0,0,0,43,31,3,5,3,63,43,0,0,0
2,40,9,151,24,0,0,0,75,0,1,0,0,0,0,1
1,2,5,0,0,0,43,31,2,5,2,63,43,0,0,0
1,18,5,0,0,0,43,31,5,6,0,63,43,0,0,0
1,31,5,0,0,0,43,31,7,6,7,63,43,0,0,0
0,59,9,603,0,0,0,0,17,29,9,0,0,0,0,1
1,19,9,73,0,1,0,0,75,0,36,0,1,0,0,1
1,56,5,0,0,0,43,31,23,5,23,63,43,0,0,0
1,25,5,0,0,0,43,31,6,5,7,63,43,0,0,0
1,45,1,0,0,0,0,0,8,7,4,0,0,97,61,0
1,45,1,0,0,0,0,0,3,7,3,0,0,97,61,0
2,11,9,507,1154,0,0,0,75,0,91,0,0,0,0,1
1,19,9,535,0,0,0,0,75,0,40,0,0,0,0,1
1,49,5,0,0,0,43,31,17,5,9,63,43,0,0,0
1,45,5,0,0,0,42,31,10,6,1,63,43,0,0,0
0,13,9,397,0,0,0,0,75,0,100,0,0,0,0,1
1,40,1,0,0,0,20,0,0,52,0,22,0,74,61,0
1,22,9,393,264,1,0,0,75,0,100,0,0,0,0,1
2,40,9,1,0,0,0,0,27,10,3,0,0,0,0,0
2,11,9,423,918,0,0,0,75,0,100,0,0,0,0,1
1,50,9,519,666,1,0,0,75,0,24,0,0,26,0,1
2,11,9,509,182,0,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,7,6,11,63,43,0,0,0
1,30,5,0,0,0,43,31,17,5,10,63,43,0,0,0
1,22,9,193,311,1,25,8,75,0,100,32,11,0,0,1
1,18,9,84,726,1,0,0,75,0,16,0,0,0,0,1
2,11,9,507,888,0,0,0,75,0,100,0,0,0,0,1
1,22,9,141,1271,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,1,6,4,63,43,0,0,0
1,58,2,0,0,0,0,0,2,6,2,0,0,97,61,0
1,19,9,404,0,1,0,0,75,0,37,0,0,0,0,1
2,11,9,505,1107,0,0,0,75,0,100,0,0,0,0,1
0,14,9,154,0,0,0,0,75,0,9,0,0,0,0,0
1,45,1,0,0,0,3,0,0,52,0,4,0,90,61,0
2,45,9,23,244,0,0,0,75,0,99,0,0,0,0,1
1,50,9,179,881,1,0,0,75,0,59,1,0,1,0,1
1,28,5,0,0,0,43,31,6,5,1,63,43,0,0,0
1,22,9,294,432,1,0,0,75,0,100,1,1,0,0,1
1,19,1,0,0,0,7,0,1,51,2,8,0,89,61,0
1,61,5,0,0,0,43,31,4,6,4,63,43,0,0,0
2,45,9,1,0,0,0,0,17,45,1,0,0,0,0,0
1,22,9,276,752,1,0,0,75,0,100,0,0,0,0,1
1,27,1,0,0,0,0,0,7,6,2,0,0,97,61,0
1,22,9,396,637,1,0,0,75,0,100,0,2,0,0,1
1,22,9,465,448,1,0,0,75,0,100,0,0,0,0,1
1,17,5,0,0,0,43,31,41,6,5,63,43,0,0,0
1,45,5,0,0,0,43,31,12,5,7,63,43,0,0,0
1,22,9,441,625,1,0,0,75,0,99,0,0,0,0,1
1,6,5,0,0,0,43,31,3,7,3,63,43,0,0,0
1,22,9,276,151,1,0,0,75,0,100,0,0,0,0,1
1,22,9,285,1265,1,0,0,75,0,100,0,0,0,0,1
1,12,5,0,0,0,43,31,7,6,8,63,43,0,0,0
1,45,5,0,0,0,43,31,10,7,5,63,43,0,0,0
2,11,9,509,897,0,0,0,75,0,100,0,0,0,0,1
1,22,9,273,575,1,0,0,75,0,100,0,0,0,0,1
1,19,9,634,0,1,0,0,75,0,33,0,0,0,0,1
1,22,9,339,488,1,0,0,75,0,100,0,0,0,0,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,4,5,0,0,0,43,31,3,7,3,63,43,0,0,0
1,45,5,0,0,0,43,31,4,6,4,63,43,0,0,0
1,22,9,279,157,1,0,0,75,0,100,0,0,0,0,1
1,22,9,280,1285,1,0,0,75,0,100,0,1,0,0,1
1,22,9,313,948,1,0,0,75,0,100,0,0,0,0,1
2,11,9,507,117,0,0,0,75,0,100,0,0,0,0,1
0,14,9,17,0,0,0,0,75,0,100,0,0,0,0,0
1,45,5,0,0,0,43,31,12,6,1,63,43,0,0,0
1,5,5,0,0,0,43,31,4,6,2,63,43,0,0,0
1,24,5,0,0,0,43,31,5,6,5,63,43,0,0,0
1,50,9,596,713,1,0,0,75,0,71,0,0,0,0,1
1,60,5,0,0,0,43,31,8,5,4,63,43,0,0,0
1,22,9,433,22,1,0,0,75,0,100,0,0,0,0,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,56,5,0,0,0,43,31,75,0,62,59,38,0,0,0
1,22,9,396,965,1,0,0,75,0,40,0,0,0,0,1
1,22,9,299,443,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,1,7,7,63,43,0,0,0
1,23,5,0,0,0,43,31,3,7,1,63,43,0,0,0
1,60,2,0,0,0,0,0,1,8,0,0,0,97,61,0
1,22,9,319,329,1,0,0,75,0,100,0,0,0,0,1
1,50,9,165,707,1,0,0,75,0,100,0,0,0,0,1
2,11,9,505,1132,0,0,0,75,0,100,0,0,0,0,1
1,22,9,398,154,1,0,0,75,0,100,2,0,0,0,1
1,22,9,321,566,1,0,0,75,0,100,0,0,1,1,1
1,10,5,0,0,0,43,31,3,5,3,63,43,0,0,0
1,22,9,289,211,1,0,0,75,0,100,0,0,0,0,1
1,22,9,465,1202,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,60,7,9,63,43,0,0,0
1,2,1,0,0,0,0,0,1,7,1,0,0,97,61,0
1,22,9,361,759,1,0,0,75,0,100,0,0,0,0,1
1,22,6,337,772,1,23,16,75,0,100,0,0,0,0,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,271,1289,1,0,0,75,0,100,0,0,0,0,1
1,22,9,439,1275,1,0,0,75,0,100,0,0,0,0,1
1,50,9,583,796,1,0,0,75,0,90,0,0,0,0,1
1,22,9,286,306,1,0,9,75,0,100,0,0,0,0,1
1,19,9,73,0,1,0,0,75,0,47,4,0,1,0,1
2,11,9,509,897,0,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,2,10,8,63,43,0,0,0
1,22,9,290,791,1,0,0,75,0,100,0,0,0,0,1
1,8,5,0,0,0,43,31,2,6,2,63,43,0,0,0
1,17,9,658,683,0,0,0,75,0,2,0,0,0,0,1
1,45,5,0,0,0,43,31,1,6,2,63,43,0,0,0
1,45,5,0,0,0,43,31,7,5,7,63,43,0,0,0
1,22,9,480,629,1,0,0,75,0,100,0,0,0,0,1
1,48,1,0,0,0,0,0,2,7,2,0,0,97,61,0
1,45,4,1,0,0,0,0,75,0,1,0,0,97,61,0
1,25,5,0,0,0,43,31,4,7,4,63,43,0,0,0
1,22,9,425,988,1,0,0,75,0,100,0,0,0,0,1
1,31,5,0,0,0,43,31,1,5,1,63,43,0,0,0
0,14,9,17,0,0,0,0,75,0,19,0,0,0,0,0
1,9,5,0,0,0,43,31,2,6,7,63,43,0,0,0
1,22,9,418,1055,1,0,0,75,0,100,0,0,0,0,1
1,22,9,364,1003,1,0,0,75,0,100,0,0,0,0,1
1,22,9,442,613,1,0,0,75,0,96,0,0,2,2,1
1,19,9,72,0,1,0,0,75,0,13,0,0,0,0,1
1,56,5,0,0,0,43,31,75,0,53,61,40,0,0,0
1,5,1,0,0,0,0,0,13,5,7,0,0,97,61,0
1,18,9,85,524,1,0,0,75,0,24,0,0,0,0,0
1,3,1,0,0,0,0,0,0,7,0,0,0,97,61,0
2,45,9,373,0,0,0,0,75,0,8,0,0,0,0,0
1,18,5,0,0,0,43,31,0,6,0,63,43,0,0,0
2,40,9,151,24,0,0,0,33,38,2,0,0,0,0,1
1,22,9,444,689,1,0,0,75,0,100,0,0,0,0,1
2,45,9,373,0,0,0,0,75,0,71,9,0,20,0,0
2,45,9,3,0,0,0,0,75,0,19,0,0,0,0,0
1,50,9,653,815,1,0,0,75,0,44,13,0,2,0,1
1,22,9,317,714,1,0,0,75,0,100,0,0,0,0,1
1,19,9,295,0,1,0,0,75,0,17,0,0,0,0,1
1,50,6,572,664,1,25,31,47,52,60,5,1,0,0,1
1,45,5,0,0,0,43,31,1,7,5,63,43,0,0,0
2,45,9,373,0,0,0,0,75,0,33,0,0,0,0,0
1,22,9,357,1126,1,0,0,75,0,100,0,0,0,0,1
1,17,5,0,0,0,38,31,46,10,8,63,43,0,0,0
1,55,5,0,0,0,43,31,7,6,8,63,43,0,0,0
1,17,9,570,466,0,0,0,47,52,5,2,15,0,0,1
1,22,9,464,602,1,0,0,75,0,100,0,0,0,0,1
2,40,9,149,24,0,0,0,75,0,1,0,0,0,0,1
1,22,9,230,1004,1,0,0,75,0,100,0,0,0,0,1
1,28,5,0,0,0,43,31,2,6,8,63,43,0,0,0
0,14,9,17,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,290,468,1,0,0,75,0,95,0,0,0,0,1
2,40,9,151,24,0,0,0,75,0,1,0,0,0,0,1
1,27,1,0,0,0,0,0,14,6,8,0,0,97,61,0
1,29,5,0,0,0,43,31,2,7,4,63,43,0,0,0
1,22,1,0,0,0,0,0,75,0,100,0,0,97,60,1
1,22,9,420,699,1,0,0,75,0,100,0,0,0,0,1
1,54,5,0,0,0,43,31,6,5,6,63,43,0,0,0
1,51,1,0,0,0,0,0,7,6,3,0,0,97,61,0
0,14,9,17,0,0,0,0,75,0,83,0,0,0,0,0
1,22,9,186,424,1,0,0,75,0,100,0,0,0,0,1
1,50,9,581,821,1,0,0,75,0,2,0,0,95,0,1
1,22,9,239,684,1,0,2,75,0,100,0,0,0,0,1
1,22,9,323,171,1,0,0,75,0,100,0,0,0,0,1
2,11,9,502,116,0,0,0,75,0,100,0,0,0,0,1
0,14,9,17,0,0,0,0,75,0,97,0,0,0,0,0
2,11,9,505,188,0,0,0,75,0,84,0,0,0,0,1
1,45,1,0,0,0,6,0,0,52,0,5,0,69,61,0
1,40,1,0,0,0,7,0,0,52,0,8,0,89,61,0
1,45,4,0,0,0,0,0,75,0,0,0,0,77,61,0
1,45,5,0,0,0,43,31,1,8,0,63,43,0,0,0
0,14,9,17,0,0,0,0,75,0,64,0,0,0,0,0
1,22,9,339,285,1,0,0,75,0,100,0,0,0,0,1
1,22,5,0,0,0,43,31,34,11,25,63,43,0,0,0
1,19,5,0,0,0,43,31,9,5,9,63,43,0,0,0
2,11,9,505,878,0,0,0,74,1,100,0,0,0,0,1
1,45,4,0,0,0,0,0,47,52,0,0,0,96,61,0
1,22,9,327,444,1,0,0,75,0,100,0,0,0,0,1
1,45,4,0,0,0,0,0,75,0,1,3,0,61,61,0
1,22,9,529,1196,1,0,0,75,0,100,0,0,2,2,0
1,45,5,0,0,0,43,31,11,8,8,63,43,0,0,0
1,19,8,283,0,1,25,21,75,0,24,39,26,0,0,1
1,17,2,0,0,0,0,0,0,7,0,0,0,97,61,0
1,22,9,436,615,1,0,0,75,0,100,0,1,0,0,1
2,11,9,505,259,0,0,0,75,0,100,0,0,0,0,1
1,50,9,675,613,1,0,0,75,0,56,0,0,0,0,1
1,22,9,309,1114,1,0,0,75,0,100,1,0,0,0,1
1,45,5,0,0,0,43,31,9,6,8,63,43,0,0,0
1,19,9,202,0,1,0,0,75,0,18,29,0,2,0,1
1,60,2,0,0,0,0,0,3,7,1,0,0,97,61,0
1,22,9,435,597,1,0,0,75,0,98,0,0,0,0,1
1,16,2,0,0,0,0,0,5,6,2,0,0,97,61,0
1,50,9,48,702,1,0,0,75,0,100,0,4,0,1,1
1,20,5,0,0,0,43,31,7,6,6,63,43,0,0,0
1,22,9,256,581,1,0,0,75,0,100,0,0,0,0,1
0,14,9,17,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,425,59,1,0,0,75,0,100,0,0,0,0,1
1,22,9,228,922,1,0,0,75,0,100,0,0,0,0,1
1,22,5,0,0,0,43,31,1,6,7,63,43,0,0,0
1,45,4,1,0,0,0,0,75,0,1,0,0,59,61,0
1,22,9,186,19,1,0,0,75,0,100,0,0,0,0,1
1,58,9,0,834,0,0,0,75,0,100,8,8,4,4,1
1,22,9,447,482,1,0,0,75,0,100,0,0,0,0,1
1,4,5,0,0,0,43,31,1,7,1,63,43,0,0,0
2,40,9,144,0,0,0,0,9,26,0,0,0,0,0,1
0,14,9,17,0,0,0,0,75,0,30,0,0,0,0,0
1,41,9,505,1065,0,0,0,20,52,1,1,0,2,0,0
1,22,9,315,1140,1,0,0,75,0,100,1,0,0,0,1
1,22,9,246,426,1,0,0,75,0,100,0,0,0,0,1
2,11,9,437,1224,0,0,0,75,0,96,0,0,0,0,1
1,22,9,375,1144,1,0,0,75,0,100,1,1,0,0,1
1,45,1,0,0,0,0,0,17,8,5,0,0,97,61,0
1,22,9,284,1103,1,0,0,75,0,100,0,0,0,0,1
1,22,9,366,43,1,0,0,75,0,100,0,0,0,0,1
2,11,9,507,28,0,0,0,75,1,100,0,0,0,0,1
1,45,1,0,0,0,0,0,11,6,2,0,0,97,61,0
1,56,2,93,358,0,0,0,75,0,100,23,16,73,44,0
1,22,9,425,1179,1,0,0,75,0,100,0,0,0,0,1
1,22,9,368,473,1,0,0,75,0,100,0,1,0,0,1
1,22,9,424,1246,1,0,0,75,0,100,0,0,0,0,1
1,22,9,269,646,1,0,0,75,0,100,0,0,0,0,1
1,45,4,1,0,0,0,0,75,0,1,0,0,97,61,0
1,22,9,400,658,1,0,0,75,0,100,0,0,2,1,1
1,52,5,0,0,0,43,31,9,5,8,63,43,0,0,0
1,22,9,467,795,1,0,0,75,0,100,0,0,0,0,1
1,22,9,357,450,1,0,0,75,0,100,0,0,0,0,1
1,22,9,354,262,1,0,0,75,0,100,0,0,0,0,1
1,22,1,0,0,0,0,0,75,0,100,0,0,97,59,1
1,50,9,536,612,1,0,0,75,0,44,1,1,1,0,1
1,19,9,231,0,1,0,0,75,0,49,0,0,0,0,1
1,36,5,0,0,0,43,31,3,6,0,63,43,0,0,0
1,22,9,419,235,1,0,0,75,0,100,0,0,0,0,1
1,22,9,408,1020,1,0,0,75,0,100,0,0,0,0,1
2,11,9,498,847,0,0,0,75,0,100,0,0,0,0,1
1,22,9,463,250,1,0,0,75,0,100,0,0,0,0,1
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,393,211,1,0,0,75,0,100,0,0,0,0,1
1,19,9,493,0,1,0,0,57,45,50,0,0,0,0,1
1,22,9,289,365,1,0,0,75,0,100,0,0,17,52,1
1,22,9,276,330,1,0,0,75,0,100,0,0,0,0,1
1,19,5,0,0,0,43,31,1,6,0,63,43,0,0,0
1,5,5,0,0,0,43,31,4,7,2,63,43,0,0,0
2,40,9,149,24,0,0,0,33,45,0,0,0,0,0,1
0,14,9,17,0,0,0,0,75,0,36,1,0,42,0,0
1,22,9,276,1013,1,0,0,75,0,100,0,0,0,0,1
1,16,5,0,0,0,43,31,6,6,0,63,43,0,0,0
1,27,5,0,0,0,43,31,2,7,1,63,43,0,0,0
1,28,5,0,0,0,43,31,3,5,3,63,43,0,0,0
0,13,9,220,0,0,0,0,75,0,100,0,0,0,0,0
1,22,9,405,694,1,0,0,75,0,98,0,0,0,0,1
1,22,9,290,312,1,0,0,75,0,100,0,0,0,0,1
1,22,9,424,1037,1,0,0,75,0,100,0,0,0,0,1
1,19,9,212,0,1,0,0,75,0,2,0,0,81,0,1
1,45,5,0,0,0,43,31,9,5,10,63,43,0,0,0
1,22,9,276,139,1,0,0,75,0,100,0,0,0,0,1
1,22,9,390,1188,1,0,0,75,0,100,0,0,0,0,1
1,22,9,424,1282,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,3,5,1,63,43,0,0,0
1,22,9,0,164,0,17,13,75,0,100,17,1,0,0,1
1,22,9,396,892,1,0,0,75,0,100,0,0,0,0,1
1,22,9,419,909,1,0,0,75,0,100,0,0,0,0,1
1,50,9,677,727,1,0,0,75,0,71,0,0,0,0,1
1,45,5,0,0,0,43,31,21,5,7,63,43,0,0,0
2,11,9,501,161,0,0,0,75,0,100,0,0,0,0,1
1,19,9,330,0,1,0,0,75,0,75,0,0,0,0,1
1,45,5,0,0,0,43,31,3,5,40,54,43,0,0,0
0,13,9,611,0,0,0,0,75,0,100,0,0,0,0,0
1,45,5,0,0,0,43,31,7,6,3,63,43,0,0,0
1,45,5,0,0,0,43,31,10,6,1,63,43,0,0,0
1,22,9,306,66,1,0,0,75,0,100,0,0,0,0,1
1,22,9,365,723,1,0,16,75,0,100,0,0,0,0,1
2,11,9,386,0,0,0,0,47,52,15,0,0,0,0,1
1,2,5,0,0,0,43,31,5,6,4,63,43,0,0,0
2,11,9,505,878,0,0,0,33,45,97,0,0,0,0,1
1,22,9,243,830,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,34,31,1,6,7,63,43,0,0,0
1,56,5,0,0,0,43,31,7,13,20,63,43,0,0,0
1,22,9,470,337,1,0,0,75,0,100,0,0,0,0,1
1,22,9,408,1153,1,0,0,75,0,100,0,0,0,0,1
1,63,5,0,0,0,43,31,11,6,0,63,43,0,0,0
1,40,4,1,0,0,0,0,75,0,1,0,0,97,61,0
1,30,5,0,0,0,43,31,8,6,4,63,43,0,0,0
1,50,9,594,710,1,0,0,75,0,74,0,0,0,0,1
1,22,9,272,589,1,0,0,75,0,100,2,2,0,0,1
1,21,5,0,0,0,43,31,8,6,8,63,43,0,0,0
1,0,4,57,283,1,0,0,75,0,75,23,18,48,36,1
1,22,9,164,502,1,0,0,75,0,100,0,0,0,0,1
1,45,5,0,0,0,43,31,3,6,2,63,43,0,0,0
1,19,9,58,0,1,0,0,75,0,15,0,0,0,0,1
1,22,1,0,0,0,0,0,75,0,100,0,0,51,47,1
1,50,5,0,0,0,25,21,75,0,26,1,1,0,0,1
1,22,9,273,1295,1,0,0,75,0,100,0,0,0,0,1
1,50,9,62,705,1,0,0,75,0,52,0,0,0,0,1
